time_frame,speed_now,yaw_now,accel_now,speed_ago,yaw_ago,accel_ago
center_2025_02_21_19_54_41_762.jpg,9.14e-06,0.0,0.0,"[9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_41_828.jpg,7.04e-06,0.0,0.0,"[9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_41_898.jpg,1.94e-07,0.0,0.0,"[9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 7.04e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_41_964.jpg,5.36e-06,0.0,0.0,"[9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 7.04e-06, 1.94e-07]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_037.jpg,2.5e-07,0.0,0.0,"[9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 7.04e-06, 1.94e-07, 5.36e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_108.jpg,2.91e-06,0.0,0.0,"[9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 7.04e-06, 1.94e-07, 5.36e-06, 2.5e-07]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_176.jpg,8.79e-07,0.0,0.0,"[9.14e-06, 9.14e-06, 9.14e-06, 9.14e-06, 7.04e-06, 1.94e-07, 5.36e-06, 2.5e-07, 2.91e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_246.jpg,7.01e-06,0.0,0.0,"[9.14e-06, 9.14e-06, 9.14e-06, 7.04e-06, 1.94e-07, 5.36e-06, 2.5e-07, 2.91e-06, 8.79e-07]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_314.jpg,4.38e-06,0.0,0.0,"[9.14e-06, 9.14e-06, 7.04e-06, 1.94e-07, 5.36e-06, 2.5e-07, 2.91e-06, 8.79e-07, 7.01e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_384.jpg,6.97e-06,0.0,0.0,"[9.14e-06, 7.04e-06, 1.94e-07, 5.36e-06, 2.5e-07, 2.91e-06, 8.79e-07, 7.01e-06, 4.38e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_453.jpg,6.11e-06,0.0,0.0,"[7.04e-06, 1.94e-07, 5.36e-06, 2.5e-07, 2.91e-06, 8.79e-07, 7.01e-06, 4.38e-06, 6.97e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_520.jpg,8.97e-06,0.0,0.0,"[1.94e-07, 5.36e-06, 2.5e-07, 2.91e-06, 8.79e-07, 7.01e-06, 4.38e-06, 6.97e-06, 6.11e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_592.jpg,2.19e-06,0.0,0.0,"[5.36e-06, 2.5e-07, 2.91e-06, 8.79e-07, 7.01e-06, 4.38e-06, 6.97e-06, 6.11e-06, 8.97e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_664.jpg,1.95e-06,0.0,0.0,"[2.5e-07, 2.91e-06, 8.79e-07, 7.01e-06, 4.38e-06, 6.97e-06, 6.11e-06, 8.97e-06, 2.19e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_733.jpg,5.16e-07,0.0,0.0,"[2.91e-06, 8.79e-07, 7.01e-06, 4.38e-06, 6.97e-06, 6.11e-06, 8.97e-06, 2.19e-06, 1.95e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_803.jpg,1.99e-06,0.0,0.0,"[8.79e-07, 7.01e-06, 4.38e-06, 6.97e-06, 6.11e-06, 8.97e-06, 2.19e-06, 1.95e-06, 5.16e-07]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_875.jpg,1.81e-07,0.0,0.0,"[7.01e-06, 4.38e-06, 6.97e-06, 6.11e-06, 8.97e-06, 2.19e-06, 1.95e-06, 5.16e-07, 1.99e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_42_944.jpg,1.12e-05,0.0,0.0,"[4.38e-06, 6.97e-06, 6.11e-06, 8.97e-06, 2.19e-06, 1.95e-06, 5.16e-07, 1.99e-06, 1.81e-07]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_010.jpg,4.28e-06,0.0,0.0,"[6.97e-06, 6.11e-06, 8.97e-06, 2.19e-06, 1.95e-06, 5.16e-07, 1.99e-06, 1.81e-07, 1.12e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_078.jpg,3.28e-06,0.0,0.0,"[6.11e-06, 8.97e-06, 2.19e-06, 1.95e-06, 5.16e-07, 1.99e-06, 1.81e-07, 1.12e-05, 4.28e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_146.jpg,1.99e-06,0.0,0.0,"[8.97e-06, 2.19e-06, 1.95e-06, 5.16e-07, 1.99e-06, 1.81e-07, 1.12e-05, 4.28e-06, 3.28e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_214.jpg,3.23e-06,0.0,0.0,"[2.19e-06, 1.95e-06, 5.16e-07, 1.99e-06, 1.81e-07, 1.12e-05, 4.28e-06, 3.28e-06, 1.99e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_287.jpg,1.04e-05,0.0,0.0,"[1.95e-06, 5.16e-07, 1.99e-06, 1.81e-07, 1.12e-05, 4.28e-06, 3.28e-06, 1.99e-06, 3.23e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_358.jpg,5.97e-06,0.0,0.0,"[5.16e-07, 1.99e-06, 1.81e-07, 1.12e-05, 4.28e-06, 3.28e-06, 1.99e-06, 3.23e-06, 1.04e-05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_430.jpg,1.95e-06,0.0,0.0,"[1.99e-06, 1.81e-07, 1.12e-05, 4.28e-06, 3.28e-06, 1.99e-06, 3.23e-06, 1.04e-05, 5.97e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_497.jpg,1.95e-06,0.0,0.0,"[1.81e-07, 1.12e-05, 4.28e-06, 3.28e-06, 1.99e-06, 3.23e-06, 1.04e-05, 5.97e-06, 1.95e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_566.jpg,7.3e-06,0.0,0.0,"[1.12e-05, 4.28e-06, 3.28e-06, 1.99e-06, 3.23e-06, 1.04e-05, 5.97e-06, 1.95e-06, 1.95e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_634.jpg,3.57e-06,0.0,0.0,"[4.28e-06, 3.28e-06, 1.99e-06, 3.23e-06, 1.04e-05, 5.97e-06, 1.95e-06, 1.95e-06, 7.3e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_703.jpg,4.08e-06,0.0,0.0,"[3.28e-06, 1.99e-06, 3.23e-06, 1.04e-05, 5.97e-06, 1.95e-06, 1.95e-06, 7.3e-06, 3.57e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_773.jpg,1.07e-06,0.0,0.0,"[1.99e-06, 3.23e-06, 1.04e-05, 5.97e-06, 1.95e-06, 1.95e-06, 7.3e-06, 3.57e-06, 4.08e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_843.jpg,1.12e-06,0.0,0.0,"[3.23e-06, 1.04e-05, 5.97e-06, 1.95e-06, 1.95e-06, 7.3e-06, 3.57e-06, 4.08e-06, 1.07e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_913.jpg,1.12e-06,0.0,0.0,"[1.04e-05, 5.97e-06, 1.95e-06, 1.95e-06, 7.3e-06, 3.57e-06, 4.08e-06, 1.07e-06, 1.12e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_43_981.jpg,0.04602098,0.0,0.1564641,"[5.97e-06, 1.95e-06, 1.95e-06, 7.3e-06, 3.57e-06, 4.08e-06, 1.07e-06, 1.12e-06, 1.12e-06]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
center_2025_02_21_19_54_44_052.jpg,0.3221068,0.0,0.3840093,"[1.95e-06, 1.95e-06, 7.3e-06, 3.57e-06, 4.08e-06, 1.07e-06, 1.12e-06, 1.12e-06, 0.04602098]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1564641]"
center_2025_02_21_19_54_44_119.jpg,0.6774189,0.0,0.5674666,"[1.95e-06, 7.3e-06, 3.57e-06, 4.08e-06, 1.07e-06, 1.12e-06, 1.12e-06, 0.04602098, 0.3221068]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1564641, 0.3840093]"
center_2025_02_21_19_54_44_188.jpg,1.176578,0.0,0.7454848,"[7.3e-06, 3.57e-06, 4.08e-06, 1.07e-06, 1.12e-06, 1.12e-06, 0.04602098, 0.3221068, 0.6774189]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1564641, 0.3840093, 0.5674666]"
center_2025_02_21_19_54_44_261.jpg,2.035542,-0.15,0.9928792,"[3.57e-06, 4.08e-06, 1.07e-06, 1.12e-06, 1.12e-06, 0.04602098, 0.3221068, 0.6774189, 1.176578]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.1564641, 0.3840093, 0.5674666, 0.7454848]"
center_2025_02_21_19_54_44_330.jpg,2.742923,-0.3,1.0,"[4.08e-06, 1.07e-06, 1.12e-06, 1.12e-06, 0.04602098, 0.3221068, 0.6774189, 1.176578, 2.035542]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15]","[0.0, 0.0, 0.0, 0.0, 0.1564641, 0.3840093, 0.5674666, 0.7454848, 0.9928792]"
center_2025_02_21_19_54_44_398.jpg,3.663049,-0.5000001,1.0,"[1.07e-06, 1.12e-06, 1.12e-06, 0.04602098, 0.3221068, 0.6774189, 1.176578, 2.035542, 2.742923]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15, -0.3]","[0.0, 0.0, 0.0, 0.1564641, 0.3840093, 0.5674666, 0.7454848, 0.9928792, 1.0]"
center_2025_02_21_19_54_44_468.jpg,4.343103,-0.6500001,1.0,"[1.12e-06, 1.12e-06, 0.04602098, 0.3221068, 0.6774189, 1.176578, 2.035542, 2.742923, 3.663049]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15, -0.3, -0.5000001]","[0.0, 0.0, 0.1564641, 0.3840093, 0.5674666, 0.7454848, 0.9928792, 1.0, 1.0]"
