timestamp,x,y,z,velocity,steering_angle,action
0.0,0.05,0.0,0,0.5,0.0,起步
0.1,0.11,0.0,0,0.6,0.0,起步
0.2,0.18,0.0,0,0.7,0.0,起步
0.3,0.26,0.0,0,0.8,0.0,直行
0.4,0.35,0.0,0,0.9,0.0,直行
0.5,0.45,0.0,0,1.0,0.0,直行
0.6000000000000001,0.56,0.0,0,1.1,0.0,直行
0.7000000000000001,0.68,0.0,0,1.2000000000000002,0.0,直行
0.8,0.81,0.0,0,1.3,0.0,直行
0.9,0.95,0.0,0,1.4,0.0,直行
1.0,1.1,0.0,0,1.5,0.0,直行
1.1,1.2600000000000002,0.0,0,1.6,0.0,直行
1.2000000000000002,1.4300000000000002,0.0,0,1.7000000000000002,0.0,直行
1.3,1.61,0.0,0,1.8,0.0,直行
1.4,1.8,0.0,0,1.9,0.0,直行
1.5,2.0,0.0,0,2.0,0.0,直行
1.6,2.21,0.0,0,2.1,0.0,直行
1.7000000000000002,2.43,0.0,0,2.2,0.0,直行
1.8,2.66,0.0,0,2.3,0.0,直行
1.9,2.9000000000000004,0.0,0,2.4000000000000004,0.0,直行
2.0,3.1500000000000004,0.0,0,2.5,0.0,直行
2.1,3.41,0.0,0,2.6,0.0,直行
2.2,3.68,0.0,0,2.7,0.0,直行
2.3000000000000003,3.96,0.0,0,2.8000000000000003,0.0,直行
2.4000000000000004,4.25,0.0,0,2.9000000000000004,0.0,直行
2.5,4.55,0.0,0,3.0,0.0,直行
2.6,4.859999999999999,0.0,0,3.1,0.0,直行
2.7,5.18,0.0,0,3.2,0.0,直行
2.8000000000000003,5.51,0.0,0,3.3000000000000003,0.0,直行
2.9000000000000004,5.85,0.0,0,3.4000000000000004,0.0,直行
3.0,6.199999999999999,0.0,0,3.5,0.0,直行
3.1,6.56,0.0,0,3.6,0.0,直行
3.2,6.93,0.0,0,3.7,0.0,直行
3.3000000000000003,7.31,0.0,0,3.8,0.0,直行
3.4000000000000004,7.699999999999999,0.0,0,3.9,0.0,直行
3.5,8.1,0.0,0,4.0,0.0,直行
3.6,8.51,0.0,0,4.1,0.0,直行
3.7,8.93,0.0,0,4.2,0.0,直行
3.8,9.36,0.0,0,4.300000000000001,0.0,直行
3.9,9.8,0.0,0,4.4,0.0,直行
4.0,10.109934283060223,0.0,0,3.0993428306022466,-0.0138264301171184,直行
4.1000000000000005,10.422888053822238,0.0,0,3.1295377076201385,0.1523029856408025,直行
4.2,10.718204986327772,0.0,0,2.953169325055333,-0.023413695694918,直行
4.3,11.04978924263792,0.0,0,3.3158425631014783,0.0767434729152908,直行
4.4,11.34039975491922,0.0,0,2.9061051228130097,0.0542560043585964,直行
4.5,11.631131401062971,0.0,0,2.9073164614375075,-0.0465729753570256,直行
4.6000000000000005,11.935970646494292,0.0,0,3.048392454313207,-0.1913280244657798,直行
4.7,12.201472289844032,0.0,0,2.6550164334973934,-0.0562287529240972,直行
4.800000000000001,12.481215667437343,0.0,0,2.797433775933116,0.0314247332595273,直行
4.9,12.76305518592692,0.0,0,2.818395184895758,-0.1412303701335291,直行
5.0,13.09236816130535,0.0,0,3.293129753784311,-0.0225776300486535,直行
