timestamp,front_image,back_image,left_image,right_image,global_x,global_y,global_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z,steer,throttle,brake,speed_kmh
1768391883.8371034,carla_data_collect/20260114_195803/images/front/13397_622941_front.png,carla_data_collect/20260114_195803/images/back/13397_644587_back.png,carla_data_collect/20260114_195803/images/left/13397_582825_left.png,carla_data_collect/20260114_195803/images/right/13397_622941_right.png,408.3223876953125,-168.9450225830078,0.0017410659929737449,0.007734052371233702,-0.340198814868927,-0.0012483119498938322,-0.0032141797710210085,0.14359870553016663,-0.10095646232366562,0.0,0.0,0.0,1.225040420978785
1768391883.9430518,carla_data_collect/20260114_195803/images/front/13397_717856_front.png,carla_data_collect/20260114_195803/images/back/13397_736805_back.png,carla_data_collect/20260114_195803/images/left/13397_675537_left.png,carla_data_collect/20260114_195803/images/right/13397_717856_right.png,408.3229675292969,-168.97653198242188,0.0017655562842264771,0.0074322097934782505,-0.32693034410476685,0.000915045733563602,-0.002990259090438485,0.13808712363243103,0.13737572729587555,0.0,0.0,0.0,1.177257934065644
1768391884.0474355,carla_data_collect/20260114_195803/images/front/13397_815766_front.png,carla_data_collect/20260114_195803/images/back/13397_835740_back.png,carla_data_collect/20260114_195803/images/left/13397_785034_left.png,carla_data_collect/20260114_195803/images/right/13397_835740_right.png,408.3238220214844,-169.01332092285156,0.0017421721713617444,0.007078111637383699,-0.31144899129867554,0.002535276347771287,-0.0030106992926448584,0.13126903772354126,0.24978578090667725,0.0,0.0,0.0,1.1215430170396026
1768391884.1545827,carla_data_collect/20260114_195803/images/front/13397_911903_front.png,carla_data_collect/20260114_195803/images/back/13397_930037_back.png,carla_data_collect/20260114_195803/images/left/13397_872724_left.png,carla_data_collect/20260114_195803/images/right/13397_930037_right.png,408.3244323730469,-169.04302978515625,0.0017366409301757812,0.0067931776866316795,-0.298942893743515,-0.00018436431128066033,-0.0031436029821634293,0.1263599395751953,-0.035260703414678574,0.0,0.0,0.0,1.0764724489044957
1768391884.2590718,carla_data_collect/20260114_195803/images/front/13398_010641_front.png,carla_data_collect/20260114_195803/images/back/13398_041649_back.png,carla_data_collect/20260114_195803/images/left/13397_986044_left.png,carla_data_collect/20260114_195803/images/right/13398_027363_right.png,408.3250427246094,-169.07550048828125,0.0017765044467523694,0.006483140867203474,-0.2852594256401062,-0.0008631229284219444,-0.002763777505606413,0.12037038803100586,-0.1598791629076004,0.0,0.0,0.0,1.02720381596414
1768391884.3678758,carla_data_collect/20260114_195803/images/front/13398_124649_front.png,carla_data_collect/20260114_195803/images/back/13398_142885_back.png,carla_data_collect/20260114_195803/images/left/13398_081608_left.png,carla_data_collect/20260114_195803/images/right/13398_124649_right.png,408.32550048828125,-169.10406494140625,0.0017300796462222934,0.006209707818925381,-0.27323609590530396,0.001148977200500667,-0.0027947253547608852,0.11525792628526688,0.09951788187026978,0.0,0.0,0.0,0.9839126321177479
1768391884.4746847,carla_data_collect/20260114_195803/images/front/13398_213033_front.png,carla_data_collect/20260114_195803/images/back/13398_231313_back.png,carla_data_collect/20260114_195803/images/left/13398_184019_left.png,carla_data_collect/20260114_195803/images/right/13398_231313_right.png,408.32611083984375,-169.1299591064453,0.001706199604086578,0.005959917325526476,-0.26232630014419556,0.0035318087320774794,-0.0029432664159685373,0.10823404788970947,0.33668044209480286,0.0,0.0,0.0,0.944703944720712
1768391884.5249157,carla_data_collect/20260114_195803/images/front/13398_328722_front.png,carla_data_collect/20260114_195803/images/back/13398_328722_back.png,carla_data_collect/20260114_195803/images/left/13398_280926_left.png,carla_data_collect/20260114_195803/images/right/13398_328722_right.png,408.32647705078125,-169.1480255126953,0.0017633818788453937,0.005789835937321186,-0.2547163963317871,0.0007876825402490795,-0.00246776663698256,0.10760215669870377,-5.0230868509970605e-05,0.0,0.0,0.0,0.917220270298611
1768391884.6415908,carla_data_collect/20260114_195803/images/front/13398_418913_front.png,carla_data_collect/20260114_195803/images/back/13398_438329_back.png,carla_data_collect/20260114_195803/images/left/13398_377181_left.png,carla_data_collect/20260114_195803/images/right/13398_418913_right.png,408.3270263671875,-169.17662048339844,0.0017481230897828937,0.005516710691154003,-0.24266862869262695,0.0028410053346306086,-0.0023450846783816814,0.10225921869277954,0.23532740771770477,0.0,0.0,0.0,0.8738926313489481
1768391884.7644186,carla_data_collect/20260114_195803/images/front/13398_519279_front.png,carla_data_collect/20260114_195803/images/back/13398_540504_back.png,carla_data_collect/20260114_195803/images/left/13398_478859_left.png,carla_data_collect/20260114_195803/images/right/13398_519279_right.png,408.3276062011719,-169.20469665527344,0.0017350387061014771,0.005242820363491774,-0.2308397740125656,0.0003734445490408689,-0.0020431417506188154,0.0973968580365181,0.11031536012887955,0.0,0.0,0.0,0.8312385803637135
1768391884.8650963,carla_data_collect/20260114_195803/images/front/13398_615440_front.png,carla_data_collect/20260114_195803/images/back/13398_637768_back.png,carla_data_collect/20260114_195803/images/left/13398_585010_left.png,carla_data_collect/20260114_195803/images/right/13398_637768_right.png,408.328125,-169.22607421875,0.0017829894786700606,0.005044018384069204,-0.2218542844057083,-0.0006222057272680104,-0.002039494225755334,0.09362142533063889,-0.15667667984962463,0.0,0.0,0.0,0.7988849603709588
1768391884.915505,carla_data_collect/20260114_195803/images/front/13398_724283_front.png,carla_data_collect/20260114_195803/images/back/13398_724283_back.png,carla_data_collect/20260114_195803/images/left/13398_679426_left.png,carla_data_collect/20260114_195803/images/right/13398_724283_right.png,408.32830810546875,-169.23590087890625,0.0017257308354601264,0.004950155969709158,-0.2177090048789978,-0.001982412301003933,-0.0017012341413646936,0.09173326939344406,-0.11432119458913803,0.0,0.0,0.0,0.7839874722930501
1768391885.0388594,carla_data_collect/20260114_195803/images/front/13398_815188_front.png,carla_data_collect/20260114_195803/images/back/13398_829864_back.png,carla_data_collect/20260114_195803/images/left/13398_774092_left.png,carla_data_collect/20260114_195803/images/right/13398_829864_right.png,408.3289794921875,-169.2632598876953,0.001750946044921875,0.004683511797338724,-0.2061888426542282,5.082130155642517e-05,-0.0019996899645775557,0.08713807165622711,-0.028341108933091164,0.0,0.0,0.0,0.7424713233791805
1768391885.1497746,carla_data_collect/20260114_195803/images/front/13398_917417_front.png,carla_data_collect/20260114_195803/images/back/13398_938798_back.png,carla_data_collect/20260114_195803/images/left/13398_889684_left.png,carla_data_collect/20260114_195803/images/right/13398_938798_right.png,408.3295593261719,-169.2865447998047,0.0017569350311532617,0.004463402554392815,-0.19637826085090637,0.00021646021923515946,-0.0018734746845439076,0.08311396092176437,-0.024263344705104828,0.0,0.0,0.0,0.7071447492364739
1768391885.2676036,carla_data_collect/20260114_195803/images/front/13399_018032_front.png,carla_data_collect/20260114_195803/images/back/13399_042612_back.png,carla_data_collect/20260114_195803/images/left/13398_979432_left.png,carla_data_collect/20260114_195803/images/right/13399_018032_right.png,408.33013916015625,-169.30894470214844,0.0017575835809111595,0.004247304517775774,-0.186924010515213,0.0007170152384787798,-0.001818847842514515,0.07885213196277618,0.10227753221988678,0.0,0.0,0.0,0.6731050785727223
1768391885.3680482,carla_data_collect/20260114_195803/images/front/13399_110729_front.png,carla_data_collect/20260114_195803/images/back/13399_139316_back.png,carla_data_collect/20260114_195803/images/left/13399_171827_left.png,carla_data_collect/20260114_195803/images/right/13399_127091_right.png,408.33062744140625,-169.3245086669922,0.0017979430267587304,0.004099774640053511,-0.18036217987537384,0.000985374441370368,-0.001702578621916473,0.07604363560676575,0.02831140346825123,0.0,0.0,0.0,0.6494812574462345
1768391885.4876418,carla_data_collect/20260114_195803/images/front/13399_212751_front.png,carla_data_collect/20260114_195803/images/back/13399_235720_back.png,carla_data_collect/20260114_195803/images/left/13399_281487_left.png,carla_data_collect/20260114_195803/images/right/13399_235720_right.png,408.3312683105469,-169.34841918945312,0.0017264938214793801,0.0038708036299794912,-0.17031311988830566,-0.0008794879540801048,-0.0016426515066996217,0.07201799005270004,-0.11711468547582626,0.0,0.0,0.0,0.6132937370620666
1768391885.589765,carla_data_collect/20260114_195803/images/front/13399_317947_front.png,carla_data_collect/20260114_195803/images/back/13399_334425_back.png,carla_data_collect/20260114_195803/images/left/13399_378851_left.png,carla_data_collect/20260114_195803/images/right/13399_317947_right.png,408.3318176269531,-169.36622619628906,0.0017576217651367188,0.003699708729982376,-0.16280992329120636,0.002017378807067871,-0.0014673351543024182,0.06864306330680847,0.17741075158119202,0.0,0.0,0.0,0.5863120167973553
1768391885.690361,carla_data_collect/20260114_195803/images/front/13399_415312_front.png,carla_data_collect/20260114_195803/images/back/13399_430105_back.png,carla_data_collect/20260114_195803/images/left/13399_473566_left.png,carla_data_collect/20260114_195803/images/right/13399_415312_right.png,408.33221435546875,-169.37925720214844,0.0017918014200404286,0.0035752819385379553,-0.15732106566429138,-0.0006413412047550082,-0.001488207490183413,0.0664796531200409,-0.07283331453800201,0.0,0.0,0.0,0.566506775890219
